,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),pressure_msl (hPa),wind_speed_10m (km/h),cloud_cover (%),precipitation_probability (%),humidity,pressure,wind_speed,cloud_cover,precip_prob,temp
2025-04-22 15:00:00,28.6,71.0,1004.6,1005.7,16.1,54.0,10.0,,,,,,
2025-04-22 16:00:00,27.6,75.0,1004.5,1005.6,15.3,41.0,10.0,,,,,,
2025-04-22 17:00:00,26.9,78.0,1004.0,1005.1,14.3,28.0,11.0,,,,,,
2025-04-22 18:00:00,26.4,81.0,1003.7,1004.8,13.0,15.0,11.0,,,,,,
2025-04-22 19:00:00,25.9,83.0,1003.8,1004.9,11.6,35.0,11.0,,,,,,
2025-04-22 20:00:00,25.6,85.0,1004.1,1005.2,10.5,56.0,12.0,,,,,,
2025-04-22 21:00:00,25.4,86.0,1004.6,1005.7,10.2,76.0,12.0,,,,,,
2025-04-22 22:00:00,25.5,86.0,1005.3,1006.5,9.7,76.0,12.0,,,,,,
2025-04-22 23:00:00,25.8,85.0,1006.3,1007.5,9.1,75.0,13.0,,,,,,
2025-04-23 00:00:00,26.4,82.0,1007.3,1008.4,9.0,75.0,13.0,,,,,,
2025-04-23 01:00:00,27.8,76.0,1007.9,1009.0,8.9,78.0,13.0,,,,,,
2025-04-23 02:00:00,29.5,69.0,1008.4,1009.5,8.7,80.0,13.0,,,,,,
2025-04-23 03:00:00,30.9,64.0,1008.5,1009.6,8.7,83.0,13.0,,,,,,
2025-04-23 04:00:00,31.6,62.0,1008.1,1009.2,8.8,76.0,13.0,,,,,,
2025-04-23 05:00:00,31.8,62.0,1007.3,1008.4,9.8,70.0,13.0,,,,,,
2025-04-23 06:00:00,32.0,61.0,1006.5,1007.6,10.7,63.0,13.0,,,,,,
2025-04-23 07:00:00,32.3,59.0,1005.8,1006.9,11.0,75.0,13.0,,,,,,
2025-04-23 08:00:00,32.6,56.0,1005.1,1006.2,11.3,88.0,13.0,,,,,,
2025-04-23 09:00:00,32.5,54.0,1004.8,1005.9,11.0,100.0,13.0,,,,,,
2025-04-23 10:00:00,32.1,54.0,1005.0,1006.1,9.7,100.0,13.0,,,,,,
2025-04-23 11:00:00,31.3,56.0,1005.6,1006.7,7.9,100.0,13.0,,,,,,
2025-04-23 12:00:00,30.4,59.0,1006.3,1007.4,6.0,100.0,13.0,,,,,,
2025-04-23 13:00:00,29.4,63.0,1007.1,1008.2,5.6,100.0,13.0,,,,,,
2025-04-23 14:00:00,28.3,69.0,1008.1,1009.2,7.9,100.0,13.0,,,,,,
2025-04-23 15:00:00,27.3,74.0,1008.7,1009.8,10.3,100.0,13.0,,,,,,
2025-04-23 16:00:00,26.4,78.0,1008.8,1010.0,11.0,100.0,13.0,,,,,,
2025-04-23 17:00:00,25.7,81.0,1008.7,1009.9,10.9,100.0,14.0,,,,,,
2025-04-23 18:00:00,25.2,83.0,1008.5,1009.7,10.0,100.0,14.0,,,,,,
2025-04-23 19:00:00,24.8,84.0,1008.2,1009.4,8.5,100.0,14.0,,,,,,
2025-04-23 20:00:00,24.6,84.0,1007.8,1009.0,6.3,100.0,14.0,,,,,,
2025-04-23 21:00:00,24.5,84.0,1007.7,1008.9,4.9,100.0,14.0,,,,,,
2025-04-23 22:00:00,24.4,85.0,1008.0,1009.2,4.3,100.0,14.0,,,,,,
2025-04-23 23:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 00:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 01:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 02:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 03:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 04:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 05:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 06:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 07:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 08:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 09:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 10:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 11:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 12:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 13:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 14:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 15:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 16:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 17:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 18:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 19:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 20:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 21:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 22:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-24 23:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-25 00:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-25 01:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-25 02:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,,,,,,
2025-04-25 03:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,83.0,1011.5,7.4,100.0,35.0,24.6
2025-04-25 04:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,82.0,1010.9,6.4,100.0,23.0,24.8
2025-04-25 05:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,80.0,1010.2,6.2,100.0,20.0,25.0
2025-04-25 06:00:00,24.3,86.0,1008.5,1009.7,4.9,100.0,15.0,78.0,1009.1,5.9,100.0,20.0,25.6
