latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
21.0,105.875,10.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),pressure_msl (hPa),wind_speed_10m (km/h),cloud_cover (%),precipitation_probability (%)
2025-04-19T23:00,24.7,90,1005.8,1007.0,10.0,68,3
2025-04-20T00:00,25.4,87,1006.9,1008.1,12.0,83,3
2025-04-20T01:00,26.8,81,1007.7,1008.8,11.1,92,3
2025-04-20T02:00,28.7,74,1008.0,1009.1,9.4,88,1
2025-04-20T03:00,30.6,68,1007.9,1009.0,8.2,40,0
2025-04-20T04:00,32.1,64,1007.4,1008.5,8.8,52,0
2025-04-20T05:00,33.7,59,1006.4,1007.5,10.7,58,0
2025-04-20T06:00,34.9,56,1005.2,1006.3,12.8,83,0
2025-04-20T07:00,35.4,54,1004.3,1005.4,13.9,89,3
2025-04-20T08:00,35.3,53,1003.4,1004.5,15.0,94,7
2025-04-20T09:00,34.7,54,1003.0,1004.1,15.5,100,13
2025-04-20T10:00,33.2,59,1003.3,1004.4,15.5,100,18
2025-04-20T11:00,31.1,65,1004.0,1005.1,14.9,100,22
2025-04-20T12:00,29.3,71,1004.7,1005.8,14.5,100,23
2025-04-20T13:00,28.1,75,1005.5,1006.6,14.3,83,22
2025-04-20T14:00,27.3,78,1006.3,1007.4,13.8,67,18
2025-04-20T15:00,26.5,81,1006.8,1007.9,13.5,50,13
2025-04-20T16:00,25.9,84,1006.6,1007.8,13.2,46,8
2025-04-20T17:00,25.4,86,1006.2,1007.4,13.0,41,3
2025-04-20T18:00,25.1,88,1005.8,1007.0,12.8,37,0
2025-04-20T19:00,24.8,89,1005.6,1006.8,12.5,41,0
2025-04-20T20:00,24.6,89,1005.5,1006.7,12.3,45,0
2025-04-20T21:00,24.5,89,1005.6,1006.8,12.0,49,0
2025-04-20T22:00,24.4,89,1006.1,1007.3,12.0,51,0
2025-04-20T23:00,24.4,90,1006.8,1008.0,12.3,54,0
2025-04-21T00:00,25.0,88,1007.4,1008.6,12.1,56,0
2025-04-21T01:00,26.5,83,1008.1,1009.2,11.1,54,0
2025-04-21T02:00,28.6,76,1008.5,1009.6,10.3,51,0
2025-04-21T03:00,30.8,69,1008.5,1009.6,9.3,49,0
2025-04-21T04:00,33.0,61,1007.7,1008.8,9.0,40,0
2025-04-21T05:00,35.4,52,1006.3,1007.4,9.6,30,0
2025-04-21T06:00,37.0,46,1005.1,1006.2,10.1,21,0
2025-04-21T07:00,37.8,43,1004.0,1005.1,10.6,47,1
2025-04-21T08:00,37.9,41,1003.1,1004.2,11.6,74,3
2025-04-21T09:00,37.3,43,1002.6,1003.7,12.6,100,6
2025-04-21T10:00,35.6,49,1002.9,1004.0,13.8,100,8
2025-04-21T11:00,33.2,58,1003.6,1004.7,15.4,100,9
2025-04-21T12:00,31.0,65,1004.4,1005.5,16.4,100,10
2025-04-21T13:00,29.6,70,1005.2,1006.3,16.2,68,9
2025-04-21T14:00,28.4,73,1006.0,1007.1,15.8,37,8
2025-04-21T15:00,27.5,76,1006.5,1007.6,15.1,5,6
2025-04-21T16:00,26.7,79,1006.4,1007.5,14.8,13,3
2025-04-21T17:00,26.2,82,1006.0,1007.1,14.5,20,1
2025-04-21T18:00,25.7,84,1005.6,1006.8,14.1,28,0
2025-04-21T19:00,25.3,86,1005.4,1006.6,13.2,32,4
2025-04-21T20:00,25.0,86,1005.2,1006.4,11.5,35,3
2025-04-21T21:00,24.8,87,1005.3,1006.5,10.2,39,2
2025-04-21T22:00,24.6,88,1005.9,1007.1,9.5,40,1
2025-04-21T23:00,24.7,88,1006.7,1007.9,9.3,40,0
2025-04-22T00:00,25.3,86,1007.4,1008.6,8.9,41,0
2025-04-22T01:00,26.8,81,1007.9,1009.0,7.6,39,0
2025-04-22T02:00,28.8,73,1008.2,1009.3,6.1,36,0
2025-04-22T03:00,31.1,66,1007.9,1009.0,5.2,34,1
2025-04-22T04:00,33.6,59,1006.9,1008.0,5.4,23,1
2025-04-22T05:00,36.2,51,1005.3,1006.4,6.6,11,2
2025-04-22T06:00,38.2,45,1003.9,1005.0,7.6,0,3
2025-04-22T07:00,39.5,40,1002.7,1003.8,8.0,18,4
2025-04-22T08:00,40.2,37,1001.5,1002.6,8.4,35,5
2025-04-22T09:00,39.9,37,1000.9,1002.0,9.4,53,6
2025-04-22T10:00,38.2,42,1001.0,1002.1,11.3,69,7
2025-04-22T11:00,35.5,51,1001.6,1002.7,14.8,84,7
2025-04-22T12:00,33.1,58,1002.3,1003.4,17.6,100,8
2025-04-22T13:00,31.3,63,1003.1,1004.2,18.1,85,9
2025-04-22T14:00,29.8,67,1004.0,1005.1,17.3,69,9
2025-04-22T15:00,28.6,71,1004.6,1005.7,16.1,54,10
2025-04-22T16:00,27.6,75,1004.5,1005.6,15.3,41,10
2025-04-22T17:00,26.9,78,1004.0,1005.1,14.3,28,11
2025-04-22T18:00,26.4,81,1003.7,1004.8,13.0,15,11
2025-04-22T19:00,25.9,83,1003.8,1004.9,11.6,35,11
2025-04-22T20:00,25.6,85,1004.1,1005.2,10.5,56,12
2025-04-22T21:00,25.4,86,1004.6,1005.7,10.2,76,12
2025-04-22T22:00,25.5,86,1005.3,1006.5,9.7,76,12
2025-04-22T23:00,25.8,85,1006.3,1007.5,9.1,75,13
2025-04-23T00:00,26.4,82,1007.3,1008.4,9.0,75,13
2025-04-23T01:00,27.8,76,1007.9,1009.0,8.9,78,13
2025-04-23T02:00,29.5,69,1008.4,1009.5,8.7,80,13
2025-04-23T03:00,30.9,64,1008.5,1009.6,8.7,83,13
2025-04-23T04:00,31.6,62,1008.1,1009.2,8.8,76,13
2025-04-23T05:00,31.8,62,1007.3,1008.4,9.8,70,13
2025-04-23T06:00,32.0,61,1006.5,1007.6,10.7,63,13
2025-04-23T07:00,32.3,59,1005.8,1006.9,11.0,75,13
2025-04-23T08:00,32.6,56,1005.1,1006.2,11.3,88,13
2025-04-23T09:00,32.5,54,1004.8,1005.9,11.0,100,13
2025-04-23T10:00,32.1,54,1005.0,1006.1,9.7,100,13
2025-04-23T11:00,31.3,56,1005.6,1006.7,7.9,100,13
2025-04-23T12:00,30.4,59,1006.3,1007.4,6.0,100,13
2025-04-23T13:00,29.4,63,1007.1,1008.2,5.6,100,13
2025-04-23T14:00,28.3,69,1008.1,1009.2,7.9,100,13
2025-04-23T15:00,27.3,74,1008.7,1009.8,10.3,100,13
2025-04-23T16:00,26.4,78,1008.8,1010.0,11.0,100,13
2025-04-23T17:00,25.7,81,1008.7,1009.9,10.9,100,14
2025-04-23T18:00,25.2,83,1008.5,1009.7,10.0,100,14
2025-04-23T19:00,24.8,84,1008.2,1009.4,8.5,100,14
2025-04-23T20:00,24.6,84,1007.8,1009.0,6.3,100,14
2025-04-23T21:00,24.5,84,1007.7,1008.9,4.9,100,14
2025-04-23T22:00,24.4,85,1008.0,1009.2,4.3,100,14
2025-04-23T23:00,24.3,86,1008.5,1009.7,4.9,100,15
